RecordKey,SourceSheet,SourceRowNumber,RecordID,MoldCode,MoldCodeNorm,RequestLetterNo,RequestLetterNoNorm,ProposedRepairCaseID,RepairSequenceNo,DetectionBasis,Confidence
1405-اردیبهشت-417,اردیبهشت,418,417,Mc30243-07s,MC30243-07S,739,739,RC-1405-0019,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-421,اردیبهشت,422,421,Mc30243-07s,MC30243-07S,739,739,RC-1405-0019,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-279,اردیبهشت,280,279,MC30250-01S,MC30250-01S,1590/د/5,1590/د/5,RC-1405-0020,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-135,فروردین,136,135,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-137,فروردین,138,137,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-145,فروردین,146,145,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-192,فروردین,193,192,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-216,فروردین,217,216,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-204,فروردین,205,204,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-230,فروردین,231,230,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-241,فروردین,242,241,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-67,اردیبهشت,68,67,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-71,اردیبهشت,72,71,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-78,اردیبهشت,79,78,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-113,اردیبهشت,114,113,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-128,اردیبهشت,129,128,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-137,اردیبهشت,138,137,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-180,اردیبهشت,181,180,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-196,اردیبهشت,197,196,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-199,اردیبهشت,200,199,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-213,اردیبهشت,214,213,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-220,اردیبهشت,221,220,MC30250-02s,MC30250-02S,402/د/05,402/د/05,RC-1405-0021,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-23,فروردین,24,23,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-54,فروردین,55,54,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-2,فروردین,3,2,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-8,فروردین,9,8,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-29,فروردین,30,29,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-75,فروردین,76,75,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-95,فروردین,96,95,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-107,فروردین,108,107,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-121,تیر,122,121,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-146,تیر,147,146,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-147,تیر,148,147,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-150,تیر,151,150,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-180,تیر,181,180,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-183,تیر,184,183,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-185,تیر,186,185,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-202,تیر,203,202,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-214,تیر,215,214,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-232,تیر,233,232,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-679,تیر,680,679,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-682,تیر,683,682,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-709,تیر,710,709,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-711,تیر,712,711,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-720,تیر,721,720,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-725,تیر,726,725,MH19562-01P,MH19562-01P,747,747,RC-1405-0022,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-تیر-768,تیر,769,768,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-5,مرداد,6,5,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-29,مرداد,30,29,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-30,مرداد,31,30,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-43,مرداد,44,43,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-94,مرداد,95,94,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-129,مرداد,130,129,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-122,مرداد,123,122,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-134,مرداد,135,134,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-165,مرداد,166,165,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-مرداد-220,مرداد,221,220,MH19562-01P,MH19562-01P,747 17014,747 17014,RC-1405-0023,2,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-242,فروردین,243,242,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-232,فروردین,233,232,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-253,فروردین,254,253,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-259,فروردین,260,259,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-270,فروردین,271,270,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-289,فروردین,290,289,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-291,فروردین,292,291,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-316,فروردین,317,316,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-322,فروردین,323,322,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-345,فروردین,346,345,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-363,فروردین,364,363,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-11,اردیبهشت,12,11,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-13,اردیبهشت,14,13,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-32,اردیبهشت,33,32,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-61,اردیبهشت,62,61,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-104,اردیبهشت,105,104,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-192,اردیبهشت,193,192,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-557,اردیبهشت,558,557,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-605,اردیبهشت,606,605,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-606,اردیبهشت,607,606,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-612,اردیبهشت,613,612,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-614,اردیبهشت,615,614,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-729,اردیبهشت,730,729,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-794,اردیبهشت,795,794,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-763,اردیبهشت,764,763,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-783,اردیبهشت,784,783,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-797,اردیبهشت,798,797,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-28,خرداد,29,28,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-46,خرداد,47,46,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-59,خرداد,60,59,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-62,خرداد,63,62,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-86,خرداد,87,86,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-خرداد-107,خرداد,108,107,ML21355-01s,ML21355-01S,624/د/05,624/د/05,RC-1405-0024,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-275,اردیبهشت,276,275,ML23873-02S,ML23873-02S,772,772,RC-1405-0025,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-276,اردیبهشت,277,276,ML23873-02S,ML23873-02S,772,772,RC-1405-0025,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-122,فروردین,123,122,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-126,فروردین,127,126,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-335,فروردین,336,335,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-81,اردیبهشت,82,81,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-112,اردیبهشت,113,112,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-139,اردیبهشت,140,139,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-162,اردیبهشت,163,162,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-191,اردیبهشت,192,191,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-194,اردیبهشت,195,194,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-197,اردیبهشت,198,197,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-200,اردیبهشت,201,200,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-206,اردیبهشت,207,206,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-239,اردیبهشت,240,239,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-242,اردیبهشت,243,242,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-252,اردیبهشت,253,252,ML23873-03s,ML23873-03S,772,772,RC-1405-0026,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-22,فروردین,23,22,MT30107,MT30107,740,740,RC-1405-0027,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-53,فروردین,54,53,MT30107,MT30107,740,740,RC-1405-0027,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-12,فروردین,13,12,MT30107,MT30107,740,740,RC-1405-0027,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-14,فروردین,15,14,MT30107,MT30107,740,740,RC-1405-0027,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-586,اردیبهشت,587,586,MT30107-01S,MT30107-01S,1971/د/05,1971/د/05,RC-1405-0028,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-616,اردیبهشت,617,616,MT30107-01S,MT30107-01S,1971/د/05,1971/د/05,RC-1405-0028,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-657,اردیبهشت,658,657,MT30107-01S,MT30107-01S,1971/د/05,1971/د/05,RC-1405-0028,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-658,اردیبهشت,659,658,MT30107-01S,MT30107-01S,1971/د/05,1971/د/05,RC-1405-0028,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-اردیبهشت-662,اردیبهشت,663,662,MT30107-01S,MT30107-01S,1971/د/05,1971/د/05,RC-1405-0028,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-33,فروردین,34,33,MT30181-01s,MT30181-01S,732,732,RC-1405-0029,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-70,فروردین,71,70,MT30181-01s,MT30181-01S,732,732,RC-1405-0029,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-73,فروردین,74,73,MT30181-01s,MT30181-01S,732,732,RC-1405-0029,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
1405-فروردین-78,فروردین,79,78,MT30181-01s,MT30181-01S,732,732,RC-1405-0029,1,MoldCodeNorm + RequestLetterNoNorm,HIGH
